ResourceID,Geometric Place Expression,Archaeological Assessor,GridID,Place Name,Name Type,Archaeological Assessment Date,Heritage Place Function Type,Heritage Place Function Certainty,Heritage Place Function Sub-type,Heritage Place Function Sub-type Certainty,Site Feature Interpretation Type,Site Feature Interpretation Sub-type,Site Feature Interpretation Certainty,Site Feature Interpretation Type,Site Feature Form Type,Site Feature Shape Type,Diameter,Length,Width,Central Mound Diameter,Archaeological Assessment Activity Type,Archaeological Assessment Acitivty Sub-type,Archaeological Assessment Acitivty Sub-type - ORIGINAL,Overall Condition Assessment,Disturbance Cause Category,Disturbance Cause Type,Disturbance Cause Certainty,Damage Effect,Damage Effect Certainty,Threat Driver Type,Threat Type,Threat Driver Certainty,Remarks,Remark Type,Cultural Period Type,Cultural Period Sub-type,30m STRN Elevation,Aimag,Soum,Bag,NCCH_Reg
O7-578,POINT (89.55732215 48.34891279),,O7,O7-578,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,Khirigsuur,Square/Rectangle Khirigsuur,High,,,,23,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,'probably with the satellite mounds',General Description,Bronze Age,,2074,Bajan-�lgij,Altaj,Altaj,
O7-579,POINT (89.55758466 48.35185236),,O7,O7-579,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,Khirigsuur,Circle Khirigsuur,High,,,,18,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,Bronze Age,,2073,Bajan-�lgij,Altaj,Altaj,
O7-580,POINT (89.55489495 48.35139578),,O7,O7-580,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,Khirigsuur,Circle Khirigsuur,High,,,,16,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,Bronze Age,,2074,Bajan-�lgij,Altaj,Altaj,
O7-581,POINT (89.55536115 48.3512379),,O7,O7-581,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,19,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2074,Bajan-�lgij,Altaj,Altaj,
O7-582,POINT (89.55549017 48.35156688),,O7,O7-582,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,14,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2073,Bajan-�lgij,Altaj,Altaj,
O7-583,POINT (89.55536148 48.35190697),,O7,O7-583,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,16,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,Poor,,,,,,,,,'strong damaged',General Description,,,2074,Bajan-�lgij,Altaj,Altaj,
O7-584,POINT (89.55602936 48.35204417),,O7,O7-584,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,11,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2073,Bajan-�lgij,Altaj,Altaj,
O7-585,POINT (89.5562881 48.35268925),,O7,O7-585,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,10,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2072,Bajan-�lgij,Altaj,Altaj,
O7-586,POINT (89.55663405 48.35265013),,O7,O7-586,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,12,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2072,Bajan-�lgij,Altaj,Altaj,
O7-587,POINT (89.55680311 48.35286983),,O7,O7-587,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,11,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2072,Bajan-�lgij,Altaj,Altaj,
O7-588,POINT (89.55619078 48.35250872),,O7,O7-588,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,10,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,Poor,,,,,,,,,'strong damaged',General Description,,,2073,Bajan-�lgij,Altaj,Altaj,
O7-589,POINT (89.55772301 48.35303685),,O7,O7-589,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,10,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2070,Bajan-�lgij,Altaj,Altaj,
O7-590,POINT (89.55762328 48.35236418),,O7,O7-590,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,10,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2071,Bajan-�lgij,Altaj,Altaj,
O7-591,POINT (89.55746448 48.35211553),,O7,O7-591,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,12,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2072,Bajan-�lgij,Altaj,Altaj,
O7-592,POINT (89.55732511 48.35158729),,O7,O7-592,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,12,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2073,Bajan-�lgij,Altaj,Altaj,
O7-593,POINT (89.55674532 48.3523196),,O7,O7-593,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2073,Bajan-�lgij,Altaj,Altaj,
O7-594,POINT (89.55696599 48.3522094),,O7,O7-594,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2072,Bajan-�lgij,Altaj,Altaj,
O7-595,POINT (89.55721214 48.35240193),,O7,O7-595,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,10,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2071,Bajan-�lgij,Altaj,Altaj,
O7-596,POINT (89.55652185 48.35217404),,O7,O7-596,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2073,Bajan-�lgij,Altaj,Altaj,
O7-597,POINT (89.55682488 48.35199658),,O7,O7-597,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,9,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2072,Bajan-�lgij,Altaj,Altaj,
O7-598,POINT (89.55653274 48.3521182),,O7,O7-598,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2073,Bajan-�lgij,Altaj,Altaj,
O7-599,POINT (89.55596908 48.35148857),,O7,O7-599,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,7,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,Poor,,,,,,,,,'strong damaged',General Description,,,2073,Bajan-�lgij,Altaj,Altaj,
O7-600,POINT (89.5577785 48.3520764),,O7,O7-600,MAPSS RS Number,2021-10-27,Architectural/Settlement,Definite,Settlement/Habitation,Definite,Campsite,Summer Camp,Definite,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'A1',General Description,,,2072,Bajan-�lgij,Altaj,Altaj,
O7-601,POINT (89.55564094 48.35356253),,O7,O7-601,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,Khirigsuur,Circle Khirigsuur,High,,,,18,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,Bronze Age,,2072,Bajan-�lgij,Altaj,Altaj,
O7-602,POINT (89.55646191 48.35368179),,O7,O7-602,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2072,Bajan-�lgij,Altaj,Altaj,
O7-603,POINT (89.5565461 48.3540406),,O7,O7-603,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,9,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2070,Bajan-�lgij,Altaj,Altaj,
O7-604,POINT (89.55609411 48.35363223),,O7,O7-604,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,Poor,,,,,,,,,'strong damaged',General Description,,,2072,Bajan-�lgij,Altaj,Altaj,
O7-605,POINT (89.55697204 48.35499644),,O7,O7-605,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,14,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,Poor,,,,,,,,,'strong damaged',General Description,,,2070,Bajan-�lgij,Altaj,Altaj,
O7-606,POINT (89.55723161 48.35535069),,O7,O7-606,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2071,Bajan-�lgij,Altaj,Altaj,
O7-607,POINT (89.55767787 48.34688799),,O7,O7-607,MAPSS RS Number,2021-10-27,Funerary,Low,Burial,Low,,,Low,,Mound,,15,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,'not sure',General Description,,,2073,Bajan-�lgij,Altaj,Altaj,
O7-608,POINT (89.55305152 48.33572519),,O7,O7-608,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,Khirigsuur,Circle Khirigsuur,High,,,,37,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,Bronze Age,,2083,Bajan-�lgij,Altaj,Altaj,
O7-609,POINT (89.54897532 48.33660981),,O7,O7-609,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,,,High,,Mound,,11,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,'could be also the remains of circular Khirigsuur',General Description,,,2098,Bajan-�lgij,Altaj,Altaj,
O7-610,POINT (89.55306602 48.33975841),,O7,O7-610,MAPSS RS Number,2021-10-27,Architectural/Settlement,Definite,Settlement/Habitation,Definite,Campsite,Summer Camp,Definite,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'A1',General Description,,,2082,Bajan-�lgij,Altaj,Altaj,
O7-611,POINT (89.55439452 48.33820701),,O7,O7-611,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,10,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2079,Bajan-�lgij,Altaj,Altaj,
O7-612,POINT (89.54856414 48.33642149),,O7,O7-612,MAPSS RS Number,2021-10-27,Funerary,Low,Burial,Low,,,Low,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Google Earth,Google Earth,,,,,,,,,,,,,,2102,Bajan-�lgij,Altaj,Altaj,
O7-613,POINT (89.54777855 48.33605805),,O7,O7-613,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Google Earth,Google Earth,,,,,,,,,,,,,,2115,Bajan-�lgij,Altaj,Altaj,
O7-614,POINT (89.54769085 48.336207),,O7,O7-614,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2115,Bajan-�lgij,Altaj,Altaj,
O7-615,POINT (89.54746967 48.33603207),,O7,O7-615,MAPSS RS Number,2021-10-27,Funerary,Low,Burial,Low,,,Low,,Mound,,3,,,,Archaeological Assessment (Image Interpretation),Google Earth,Google Earth,,,,,,,,,,,,,,2121,Bajan-�lgij,Altaj,Altaj,
O7-616,POINT (89.54745472 48.3363),,O7,O7-616,MAPSS RS Number,2021-10-27,Funerary,Low,Burial,Low,,,Low,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Google Earth,Google Earth,,,,,,,,,,,,,,2116,Bajan-�lgij,Altaj,Altaj,
O7-617,POINT (89.54796901 48.33644144),,O7,O7-617,MAPSS RS Number,2021-10-27,Funerary,Low,Burial,Low,,,Low,,Mound,,3,,,,Archaeological Assessment (Image Interpretation),Google Earth,Google Earth,,,,,,,,,,,,,,2108,Bajan-�lgij,Altaj,Altaj,
O7-618,POINT (89.51666751 48.33159608),,O7,O7-618,MAPSS RS Number,2021-10-27,Architectural/Settlement,Definite,Settlement/Habitation,Definite,Campsite,Summer Camp,Definite,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'A1',General Description,,,2105,Bajan-�lgij,Sagsaj,Sagsaj,
O7-619,POINT (89.5229076 48.33801051),,O7,O7-619,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,Khirigsuur,Circle Khirigsuur,High,,,,25,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,Poor,Natural,,,Erosion/Deterioration,,Environmental (Natural),Water Action,,"'endangered, strong damaged by the water stream'",General Description,Bronze Age,,2102,Bajan-�lgij,Sagsaj,Sagsaj,
O7-620,POINT (89.52324654 48.33813802),,O7,O7-620,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,Khirigsuur,Circle Khirigsuur,High,,,,18,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,Poor,Natural,,,Erosion/Deterioration,,Environmental (Natural),Water Action,,"'endangered, strong damaged by the water stream'",General Description,Bronze Age,,2101,Bajan-�lgij,Sagsaj,Sagsaj,
O7-621,POINT (89.52225568 48.33801844),,O7,O7-621,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,Khirigsuur,Circle Khirigsuur,High,,,,15,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,Poor,Natural,,,Erosion/Deterioration,,Environmental (Natural),Water Action,,"'endangered, strong damaged by the water stream'",General Description,Bronze Age,,2102,Bajan-�lgij,Sagsaj,Sagsaj,
O7-622,POINT (89.52338021 48.33795207),,O7,O7-622,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,Khirigsuur,Circle Khirigsuur,High,,,,13,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,Poor,Natural,,,Erosion/Deterioration,,Environmental (Natural),Water Action,,"'endangered, strong damaged by the water stream'",General Description,Bronze Age,,2101,Bajan-�lgij,Sagsaj,Sagsaj,
O7-623,POINT (89.51909439 48.33627661),,O7,O7-623,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2104,Bajan-�lgij,Sagsaj,Sagsaj,
O7-624,POINT (89.51946532 48.33661233),,O7,O7-624,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2105,Bajan-�lgij,Sagsaj,Sagsaj,
O7-625,POINT (89.51715178 48.33696018),,O7,O7-625,MAPSS RS Number,2021-10-27,Funerary,Low,Burial,Low,,,Low,,Mound,,3,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2103,Bajan-�lgij,Sagsaj,Sagsaj,
O7-626,POINT (89.49894292 48.33638797),,O7,O7-626,MAPSS RS Number,2021-10-27,Architectural/Settlement,Definite,Settlement/Habitation,Definite,Campsite,Summer Camp,Definite,,,,,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,'A2',General Description,,,2121,Bajan-�lgij,Sagsaj,Sagsaj,
O7-627,POINT (89.49671108 48.33776599),,O7,O7-627,MAPSS RS Number,2021-10-27,Architectural/Settlement,Definite,Settlement/Habitation,Definite,Campsite,Summer Camp,Definite,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'A1',General Description,,,2126,Bajan-�lgij,Sagsaj,Sagsaj,
O7-628,POINT (89.50115478 48.33840033),,O7,O7-628,MAPSS RS Number,2021-10-27,Architectural/Settlement,Definite,Settlement/Habitation,Definite,Campsite,Summer Camp,Definite,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,'A1',General Description,,,2119,Bajan-�lgij,Sagsaj,Sagsaj,
O7-629,POINT (89.50956231 48.34112678),,O7,O7-629,MAPSS RS Number,2021-10-27,Architectural/Settlement,Definite,Settlement/Habitation,Definite,Campsite,Winter Camp,Definite,,,,,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,"'A1, the type of the camp is unclear'",General Description,,,2123,Bajan-�lgij,Sagsaj,Sagsaj,
O7-630,POINT (89.50627137 48.34175799),,O7,O7-630,MAPSS RS Number,2021-10-27,Architectural/Settlement,Definite,Settlement/Habitation,Definite,Campsite,Winter Camp,Definite,,,,,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,"'A1, the camp type is not quite clear'",General Description,,,2122,Bajan-�lgij,Sagsaj,Sagsaj,
O7-631,POINT (89.51502146 48.34446425),,O7,O7-631,MAPSS RS Number,2021-10-27,Architectural/Settlement,Definite,Settlement/Habitation,Definite,,Walled Settlement,Definite,,Settlement,,,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,"'A1, it is a multi-phase settlement, consisting out of new and old structures or just remains'",General Description,,,2116,Bajan-�lgij,Sagsaj,Sagsaj,
O7-632,POINT (89.52562054 48.342804),,O7,O7-632,MAPSS RS Number,2021-10-27,Funerary,High,Burial,High,Khirigsuur,Circle Khirigsuur,High,,,,24,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,Building and Development,Occupational/Continued Use,,"'endangered as it stands in a middle of the settlement, could be there are more smaller burial mounds in this area'",General Description,Bronze Age,,2107,Bajan-�lgij,Sagsaj,Sagsaj,
O7-633,POINT (89.53498499 48.34445122),,O7,O7-633,MAPSS RS Number,2021-10-27,Architectural/Settlement,Definite,Settlement/Habitation,Definite,Campsite,Summer Camp,Definite,,,,,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,'A1',General Description,,,2099,Bajan-�lgij,Sagsaj,Sagsaj,
O7-634,POINT (89.52585972 48.34287283),,O7,O7-634,MAPSS RS Number,2021-10-27,Architectural/Settlement,Definite,Settlement/Habitation,Definite,Campsite,Summer Camp,Definite,,,,,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,'A1',General Description,,,2108,Bajan-�lgij,Sagsaj,Sagsaj,
O7-635,POINT (89.410159 48.334239),,O7,O7-635,MAPSS RS Number,2021-10-27,Funerary,Definite,Burial,Definite,Khirigsuur,Circle Khirigsuur,Definite,,,,21,,,,Archaeological Assessment (Image Interpretation),,,,,,,,,,,,,,Bronze Age,,2212,Bajan-�lgij,Sagsaj,Sagsaj,830201103
O7-636,POINT (89.35376841 48.33096841),,O7,O7-636,MAPSS RS Number,2021-10-27,Funerary,Definite,Burial,Definite,,,Definite,,Mound,,23,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,"'Turkic burial, NCCH Reg.No. 830201043'",General Description,,,2348,Bajan-�lgij,Sagsaj,Sagsaj,830201043
O7-637,POINT (89.35449747 48.32976444),,O7,O7-637,MAPSS RS Number,2021-10-27,Funerary,Definite,Burial,Definite,,,Definite,,Mound,,13,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,"'Turkic burial, NCCH Reg.No. 830201043'",General Description,,,2343,Bajan-�lgij,Sagsaj,Sagsaj,830201043
O7-638,POINT (89.35718165 48.32794392),,O7,O7-638,MAPSS RS Number,2021-10-27,Funerary,Definite,Burial,Definite,,,Definite,,Mound,,13,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,"'Turkic burial, NCCH Reg.No. 830201043'",General Description,,,2348,Bajan-�lgij,Sagsaj,Sagsaj,830201043
O7-639,POINT (89.36069143 48.32696556),,O7,O7-639,MAPSS RS Number,2021-10-27,Architectural/Settlement,Definite,Settlement/Habitation,Definite,Campsite,Summer Camp,Definite,,,,,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,'A1',General Description,,,2353,Bajan-�lgij,Sagsaj,Sagsaj,
O7-640,POINT (89.36389042 48.35686409),,O7,O7-640,MAPSS RS Number,2021-10-27,Architectural/Settlement,Definite,Settlement/Habitation,Definite,Campsite,Winter Camp,Definite,,,,,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,'A1',General Description,,,2397,Bajan-�lgij,Sagsaj,Sagsaj,
O7-641,POINT (89.39857142 48.34411007),,O7,O7-641,MAPSS RS Number,2021-10-27,Architectural/Settlement,Definite,Settlement/Habitation,Definite,Campsite,Winter Camp,Definite,,,,,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,'A1',General Description,,,2280,Bajan-�lgij,Sagsaj,Sagsaj,
O7-642,POINT (89.39619698 48.34159494),,O7,O7-642,MAPSS RS Number,2021-10-27,Architectural/Settlement,Medium,Settlement/Habitation,Medium,Campsite,Winter Camp,Medium,,,,,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,'A0',General Description,,,2280,Bajan-�lgij,Sagsaj,Sagsaj,
O7-643,POINT (89.42432912 48.36489292),,O7,O7-643,MAPSS RS Number,2021-10-27,Architectural/Settlement,Definite,Settlement/Habitation,Definite,Campsite,Summer Camp,Definite,,,,,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,'A1',General Description,,,2295,Bajan-�lgij,Sagsaj,Sagsaj,
O7-644,POINT (89.43052896 48.36950967),,O7,O7-644,MAPSS RS Number,2021-10-27,Funerary,Low,Burial,Low,,,Low,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2357,Bajan-�lgij,Sagsaj,Sagsaj,
O7-645,POINT (89.42989954 48.36898058),,O7,O7-645,MAPSS RS Number,2021-10-27,Funerary,Low,Burial,Low,,,Low,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2347,Bajan-�lgij,Sagsaj,Sagsaj,
O7-646,POINT (89.42921994 48.36823772),,O7,O7-646,MAPSS RS Number,2021-10-27,Funerary,Low,Burial,Low,,,Low,,Mound,,4,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,,,,,2340,Bajan-�lgij,Sagsaj,Sagsaj,
O7-647,POINT (89.43731228 48.395191),,O7,O7-647,MAPSS RS Number,2021-10-27,Architectural/Settlement,Definite,Settlement/Habitation,Definite,Campsite,Winter Camp,Definite,,,,,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,'A1',General Description,,,2593,Bajan-�lgij,Sagsaj,Sagsaj,
O7-648,POINT (89.42988493 48.39350765),,O7,O7-648,MAPSS RS Number,2021-10-27,Architectural/Settlement,Definite,Settlement/Habitation,Definite,Campsite,Winter Camp,Definite,,,,,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,'A1',General Description,,,2546,Bajan-�lgij,Sagsaj,Sagsaj,
O7-649,POINT (89.4644357 48.41168428),,O7,O7-649,MAPSS RS Number,2021-10-27,Architectural/Settlement,Definite,Settlement/Habitation,Definite,Campsite,Winter Camp,Definite,,,,,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,'A1',General Description,,,2382,Bajan-�lgij,Altaj,Altaj,
O7-650,POINT (89.46890808 48.41155561),,O7,O7-650,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,10,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,"'only in the area of 300x150 m coming such kind of ground structures, most probably mounds'",General Description,,,2356,Bajan-�lgij,Altaj,Altaj,
O7-651,POINT (89.47083452 48.4118258),,O7,O7-651,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,5,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,"'only in the area of 300x150 m coming such kind of ground structures, most probably mounds'",General Description,,,2345,Bajan-�lgij,Altaj,Altaj,
O7-652,POINT (89.47140636 48.41196976),,O7,O7-652,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,5,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,"'only in the area of 300x150 m coming such kind of ground structures, most probably mounds'",General Description,,,2339,Bajan-�lgij,Altaj,Altaj,
O7-653,POINT (89.47175501 48.4121437),,O7,O7-653,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,5,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,"'only in the area of 300x150 m coming such kind of ground structures, most probably mounds'",General Description,,,2333,Bajan-�lgij,Altaj,Altaj,
O7-654,POINT (89.46958017 48.41227214),,O7,O7-654,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,5,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,"'only in the area of 300x150 m coming such kind of ground structures, most probably mounds'",General Description,,,2352,Bajan-�lgij,Altaj,Altaj,
O7-655,POINT (89.47014513 48.41223945),,O7,O7-655,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,5,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,"'only in the area of 300x150 m coming such kind of ground structures, most probably mounds'",General Description,,,2347,Bajan-�lgij,Altaj,Altaj,
O7-656,POINT (89.47062036 48.41236634),,O7,O7-656,MAPSS RS Number,2021-10-27,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,5,,,,Archaeological Assessment (Image Interpretation),Zoom Earth,Zoom Earth,,,,,,,,,,"'only in the area of 300x150 m coming such kind of ground structures, most probably mounds'",General Description,,,2344,Bajan-�lgij,Altaj,Altaj,
