ResourceID;Geometric Place Expression;Grid ID;Remote Sensing Object Name;Assessment Date;Remote Sensing Place Type;Remote Sensing Assessor;Name Type;Archaeological Assessment Activity Type;Heritage Place Function Sub-Type;Heritage Place Function Certainty;Remote Sensing Interpretation Type;Overall Archaeological Certainty;Heritage Feature Measurement Number;Heritage Feature Measurement Unit Type;Heritage Feature Dimension Type;Heritage Feature Measurement Source Type;Assessment Source;Overall Condition Assessment;Disturbance Type;Threat Driver Type;Threat Type;;Remark;Cultural Period Type;Elevation;Province;District;Sub-district;External Dataset Heritage Resource;;;
7064;POINT (91.32043844 46.10172639);X14;X14-069;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ;Looted; ; ;; looted and/or stones removed;;1160;Khovd;Bulgan;B�r�nxajrxan;;;;
7065;POINT (91.32079517 46.10192353);X14;X14-070;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ;Looted; ; ;; looted and/or stones removed;;1163;Khovd;Bulgan;B�r�nxajrxan;;;;
7066;POINT (91.31992881 46.10165944);X14;X14-071;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ;Looted; ; ;; looted and/or stones removed;;1162;Khovd;Bulgan;B�r�nxajrxan;;;;
7067;POINT (91.31997442 46.10229733);X14;X14-072;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ;Looted; ; ;; looted and/or stones removed;;1165;Khovd;Bulgan;B�r�nxajrxan;;;;
7068;POINT (91.32092881 46.10172153);X14;X14-073;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ;Looted; ; ;; looted and/or stones removed;;1160;Khovd;Bulgan;B�r�nxajrxan;;;;
7069;POINT (91.31979692 46.10140908);X14;X14-074;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ;Looted; ; ;; looted and/or stones removed;;1159;Khovd;Bulgan;B�r�nxajrxan;;;;
7070;POINT (91.3178845 46.10109847);X14;X14-075;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1159;Khovd;Bulgan;B�r�nxajrxan;;;;
7071;POINT (91.31875525 46.10177378);X14;X14-076;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;11;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ;Looted; ; ;; looted and/or stones removed;;1165;Khovd;Bulgan;B�r�nxajrxan;;;;
7072;POINT (91.31875258 46.102633);X14;X14-077;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;7;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ;Looted; ; ;; looted and/or stones removed;;1163;Khovd;Bulgan;B�r�nxajrxan;;;;
7073;POINT (91.31880356 46.10291569);X14;X14-078;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ;Looted; ; ;; looted and/or stones removed;;1161;Khovd;Bulgan;B�r�nxajrxan;;;;
7074;POINT (91.31914956 46.10310167);X14;X14-079;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;8;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ;Looted; ; ;; looted and/or stones removed;;1161;Khovd;Bulgan;B�r�nxajrxan;;;;
7075;POINT (91.31920856 46.103349);X14;X14-080;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;8;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ;Looted; ; ;; looted and/or stones removed;;1162;Khovd;Bulgan;B�r�nxajrxan;;;;
7076;POINT (91.34350383 46.10547664);X14;X14-081;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1191;Khovd;Bulgan;B�r�nxajrxan;;;;
7077;POINT (91.35247733 46.10806439);X14;X14-082;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1201;Khovd;Bulgan;B�r�nxajrxan;;;;
7078;POINT (91.35318811 46.10759019);X14;X14-083;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1197;Khovd;Bulgan;B�r�nxajrxan;;;;
7079;POINT (91.35320689 46.10839725);X14;X14-084;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1206;Khovd;Bulgan;B�r�nxajrxan;;;;
7080;POINT (91.35319617 46.10839356);X14;X14-085;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1206;Khovd;Bulgan;B�r�nxajrxan;;;;
7081;POINT (91.35228419 46.1087385);X14;X14-086;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;low;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1214;Khovd;Bulgan;B�r�nxajrxan;;;;
7082;POINT (91.35343486 46.10791944);X14;X14-087;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;low;7;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1203;Khovd;Bulgan;B�r�nxajrxan;;;;
7083;POINT (91.355431 46.10740519);X14;X14-088;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;low;7;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1266;Khovd;Bulgan;B�r�nxajrxan;;;;
7084;POINT (91.35760897 46.10559206);X14;X14-089;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;11;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ;Looted; ; ;; looted;Bronze Age;1192;Khovd;Bulgan; Bajtag;;;;
7085;POINT (91.35753117 46.10566456);X14;X14-090;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1192;Khovd;Bulgan; Bajtag;;;;
7086;POINT (91.35829561 46.10575383);X14;X14-091;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;;1195;Khovd;Bulgan; Bajtag;;;;
7087;POINT (91.35783428 46.10547489);X14;X14-092;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;13;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1188;Khovd;Bulgan; Bajtag;;;;
7088;POINT (91.35833317 46.10505275);X14;X14-093;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;7;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ;Looted; ; ;; looted;;1177;Khovd;Bulgan; Bajtag;;;;
7089;POINT (91.357558 46.10506575);X14;X14-094;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;7;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1183;Khovd;Bulgan; Bajtag;;;;
7090;POINT (91.35805153 46.10469753);X14;X14-095;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ; ; ; ;; ;Bronze Age;1175;Khovd;Bulgan; Bajtag;;;;
7091;POINT (91.31987892 46.10258442);X14;X14-096;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;9;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ;Looted; ; ;; looted and/or stones removed;;1167;Khovd;Bulgan;B�r�nxajrxan;;;;
7092;POINT (91.31991917 46.10198742);X14;X14-097;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;13;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ;Looted; ; ;; looted and/or stones removed;;1164;Khovd;Bulgan;B�r�nxajrxan;;;;
7093;POINT (91.31968314 46.10202275);X14;X14-098;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ;Looted; ; ;; looted and/or stones removed;;1165;Khovd;Bulgan;B�r�nxajrxan;;;;
7094;POINT (91.32054947 46.10210831);X14;X14-099;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ;Looted; ; ;; looted and/or stones removed;;1168;Khovd;Bulgan;B�r�nxajrxan;;;;
7095;POINT (91.31924592 46.10281317);X14;X14-100;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ;Looted; ; ;; looted and/or stones removed;;1162;Khovd;Bulgan;B�r�nxajrxan;;;;
7096;POINT (91.32012033 46.10277411);X14;X14-101;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1167;Khovd;Bulgan;B�r�nxajrxan;;;;
7097;POINT (91.34156547 46.10134639);X14;X14-102;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1163;Khovd;Bulgan;B�r�nxajrxan;;;;
7098;POINT (91.34134017 46.10178903);X14;X14-103;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1162;Khovd;Bulgan;B�r�nxajrxan;;;;
7099;POINT (91.34098878 46.10222606);X14;X14-104;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1164;Khovd;Bulgan;B�r�nxajrxan;;;;
7100;POINT (91.34453467 46.10218514);X14;X14-105;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1164;Khovd;Bulgan;B�r�nxajrxan;;;;
7101;POINT (91.34485117 46.10205497);X14;X14-106;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;7;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1167;Khovd;Bulgan;B�r�nxajrxan;;;;
7102;POINT (91.34529911 46.1022335);X14;X14-107;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1163;Khovd;Bulgan;B�r�nxajrxan;;;;
7103;POINT (91.34540103 46.1023265);X14;X14-108;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1163;Khovd;Bulgan;B�r�nxajrxan;;;;
7104;POINT (91.34495308 46.10231161);X14;X14-109;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1163;Khovd;Bulgan;B�r�nxajrxan;;;;
7105;POINT (91.34541711 46.10164208);X14;X14-110;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;8;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1163;Khovd;Bulgan;B�r�nxajrxan;;;;
7106;POINT (91.34542783 46.10180203);X14;X14-111;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;7;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1163;Khovd;Bulgan;B�r�nxajrxan;;;;
7107;POINT (91.34550294 46.10152119);X14;X14-112;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;8;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1161;Khovd;Bulgan;B�r�nxajrxan;;;;
7108;POINT (91.34425839 46.10138544);X14;X14-113;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;15;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1167;Khovd;Bulgan;B�r�nxajrxan;;;;
7109;POINT (91.34284756 46.10013192);X14;X14-114;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;18;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1159;Khovd;Bulgan;B�r�nxajrxan;;;;
7110;POINT (91.34542281 46.10454308);X14;X14-115;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ;Looted; ; ;; looted;;1169;Khovd;Bulgan;B�r�nxajrxan;;;;
7111;POINT (91.34538792 46.10445942);X14;X14-116;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ;Looted; ; ;; looted;;1170;Khovd;Bulgan;B�r�nxajrxan;;;;
7112;POINT (91.34625697 46.10525722);X14;X14-117;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ;Looted; ; ;; looted and/or stones removed;;1173;Khovd;Bulgan;B�r�nxajrxan;;;;
7113;POINT (91.34751492 46.10457656);X14;X14-118;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1165;Khovd;Bulgan;B�r�nxajrxan;;;;
7114;POINT (91.34624622 46.10502475);X14;X14-119;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;8;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ;Looted; ; ;; looted and/or stones removed;;1172;Khovd;Bulgan;B�r�nxajrxan;;;;
7115;POINT (91.34641789 46.10490944);X14;X14-120;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;8;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ;Looted; ; ;; looted and/or stones removed;;1171;Khovd;Bulgan;B�r�nxajrxan;;;;
7116;POINT (91.34676389 46.1051605);X14;X14-121;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;11;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar; ;Looted; ; ;; looted;;1171;Khovd;Bulgan;B�r�nxajrxan;;;;
7117;POINT (91.34661639 46.10453753);X14;X14-122;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;12;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ;Looted; ; ;; looted;;1165;Khovd;Bulgan;B�r�nxajrxan;;;;
7118;POINT (91.34853147 46.10483506);X14;X14-123;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;high;9;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ;Looted; ; ;; looted;;1167;Khovd;Bulgan;B�r�nxajrxan;;;;
7119;POINT (91.34623819 46.10613589);X14;X14-124;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1182;Khovd;Bulgan;B�r�nxajrxan;;;;
7120;POINT (91.34290956 46.10643994);X14;X14-125;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Square/Rectangle Khirigsuur;low;8;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;Bronze Age;1217;Khovd;Bulgan;B�r�nxajrxan;;;;
7121;POINT (91.34122111 46.10506008);X14;X14-126;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ;Looted; ; ;; looted and/or stones removed;;1177;Khovd;Bulgan;B�r�nxajrxan;;;;
7122;POINT (91.35351211 46.1060025);X14;X14-127;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1187;Khovd;Bulgan;B�r�nxajrxan;;;;
7123;POINT (91.35385142 46.10615778);X14;X14-128;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1188;Khovd;Bulgan;B�r�nxajrxan;;;;
7124;POINT (91.35421353 46.10596903);X14;X14-129;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1183;Khovd;Bulgan; Bajtag;;;;
7125;POINT (91.35467897 46.10622742);X14;X14-130;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1199;Khovd;Bulgan; Bajtag;;;;
7126;POINT (91.35514433 46.10607028);X14;X14-131;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1214;Khovd;Bulgan; Bajtag;;;;
7127;POINT (91.35556408 46.105862);X14;X14-132;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1207;Khovd;Bulgan; Bajtag;;;;
7128;POINT (91.35715064 46.10613581);X14;X14-133;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1206;Khovd;Bulgan; Bajtag;;;;
7129;POINT (91.35746714 46.10639056);X14;X14-134;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;8;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1212;Khovd;Bulgan; Bajtag;;;;
7130;POINT (91.35917894 46.10346458);X14;X14-135;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;9;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1161;Khovd;Bulgan; Bajtag;;;;
7131;POINT (91.36069567 46.103033);X14;X14-136;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;9;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1151;Khovd;Bulgan; Bajtag;;;;
7132;POINT (91.36149497 46.10299394);X14;X14-137;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;8;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1153;Khovd;Bulgan; Bajtag;;;;
7133;POINT (91.36451953 46.10140047);X14;X14-138;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1149;Khovd;Bulgan; Bajtag;;;;
7134;POINT (91.36485308 46.10368017);X14;X14-139;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;8;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1160;Khovd;Bulgan; Bajtag;;;;
7135;POINT (91.36246589 46.10473689);X14;X14-140;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1166;Khovd;Bulgan; Bajtag;;;;
7136;POINT (91.3624525 46.10493214);X14;X14-141;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1168;Khovd;Bulgan; Bajtag;;;;
7137;POINT (91.35998753 46.10503442);X14;X14-142;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1174;Khovd;Bulgan; Bajtag;;;;
7138;POINT (91.361216 46.10526317);X14;X14-143;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;8;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1175;Khovd;Bulgan; Bajtag;;;;
7139;POINT (91.36107383 46.10539147);X14;X14-144;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1175;Khovd;Bulgan; Bajtag;;;;
7140;POINT (91.36118111 46.10560906);X14;X14-145;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1181;Khovd;Bulgan; Bajtag;;;;
7141;POINT (91.36114089 46.10570019);X14;X14-146;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1189;Khovd;Bulgan; Bajtag;;;;
7142;POINT (91.36163442 46.10542125);X14;X14-147;2021-12-06;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing; ; ; ; ;; ;;1183;Khovd;Bulgan; Bajtag;;;;
