ResourceID,Geometric Place Expression,Remote Sensing Assessor,Grid Square,Remote Sensing Object Name,Name Type,Remote Sensing Place Type,Assessment Date,Heritage Place Function Certainty,Heritage Place Function Sub-type,Remote Sensing Interpretation Type,Remote Sensing Interpretation Sub-type,Site Feature Interpretation Certainty,Site Feature Form Type,Site Feature Shape Type,Diameter,Length,Width,Central Mound Diameter,Archaeological Assessment Activity Type,Assessment Source,Overall Condition Assessment,Disturbance Cause Category,Disturbance Cause Type,Disturbance Cause Certainty,Damage Effect,Damage Effect Certainty,Threat Driver Type,Threat Type,Threat Probability,Remark,Remark Type,Cultural Period Type,30m SRTN Elevation,Aimag,Soum,Bag,Heritage Place Function Type
N14-275,POINT (91.35837336 48.84531791),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-275,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,Environmental (Natural),Water Action,Definite,"""located in the river stream bed""",General Description,,1420,Khovd,,,Funerary
N14-276,POINT (91.35827669 48.84392559),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-276,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,Environmental (Natural),Water Action,Definite,"""located in the river stream bed""",General Description,,1417,Khovd,,,Funerary
N14-277,POINT (91.35532998 48.84385493),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-277,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,Environmental (Natural),Water Action,Definite,"""located in the river stream bed""",General Description,,1408,Khovd,,,Funerary
N14-278,POINT (91.3550041 48.84323887),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-278,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,Environmental (Natural),Water Action,Definite,"""located in the river stream bed""",General Description,,1406,Khovd,,,Funerary
N14-279,POINT (91.34862913 48.84582512),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-279,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,Khirigsuur,Circle Khirigsuur,Low,,Circular,14,,,6,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,Environmental (Natural),Water Action,Definite,"""located in the river stream bed""",General Description,Bronze Age,1393,Khovd,,,Funerary
N14-280,POINT (91.34799924 48.84550866),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-280,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,Environmental (Natural),Water Action,Definite,"""located in the river stream bed""",General Description,,1391,Khovd,,,Funerary
N14-281,POINT (91.34765271 48.84634226),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-281,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,5,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,Environmental (Natural),Water Action,Definite,"""located in the river stream bed""",General Description,,1391,Khovd,,,Funerary
N14-282,POINT (91.34882439 48.84423303),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-282,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,Environmental (Natural),Water Action,Definite,"""located in the river stream bed""",General Description,,1390,Khovd,,,Funerary
N14-283,POINT (91.34159481 48.84172917),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-283,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,Environmental (Natural),Water Action,Definite,"""located in the river stream bed""",General Description,,1367,Khovd,,,Funerary
N14-284,POINT (91.33029629 48.84800354),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-284,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,16,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,,,,,,,1360,Khovd,,,Funerary
N14-285,POINT (91.33037273 48.84776614),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-285,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,,,,,,,1360,Khovd,,,Funerary
N14-286,POINT (91.36929984 48.84846852),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-286,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,Environmental (Natural),Water Action,High,,,,1472,Khovd,,,Funerary
N14-287,POINT (91.36890824 48.84861237),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-287,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,Environmental (Natural),Water Action,High,,,,1471,Khovd,,,Funerary
N14-288,POINT (91.36395066 48.84786837),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-288,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,Environmental (Natural),Water Action,High,,,,1448,Khovd,,,Funerary
N14-289,POINT (91.35272899 48.84809481),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-289,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,,,,,,,1410,Khovd,,,Funerary
N14-290,POINT (91.26157321 48.85282545),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-290,MAPSS RS Number,Site Feature,2022-05-02,High,Settlement/Habitation,Khirigsuur,Circle Khirigsuur,Low,,Circular,32,,,10,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,Infrastructure/Transport,Road/Track,High,,,Bronze Age,1318,Khovd,,,Funerary
N14-291,POINT (91.40227908 48.84994601),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-291,MAPSS RS Number,Site Feature,2022-05-02,High,Settlement/Habitation,Campsite,,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,2205,Khovd,,,Architectural/Settlement
N14-292,POINT (91.28254625 48.8505713),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-292,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1309,Khovd,,,Architectural/Settlement
N14-293,POINT (91.26143416 48.85116974),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-293,MAPSS RS Number,Site Feature,2022-05-02,Definite,,,Square/Rectangle Khirigsuur,Definite,,Rectangular/Square,,24,24,12,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,Funerary/Memorial,Construction,Definite,"""endangered by the modern Kazakh cemetary""",General Description,Bronze Age,1320,Khovd,,,Funerary
N14-294,POINT (91.26120886 48.85094206),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-294,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,Modern Cemetery,Kazakh Cemetery,Definite,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,,,,"""a modern Kazakh cemetary""",General Description,Modern,1319,Khovd,,,Funerary
N14-295,POINT (91.37776456 48.8488584),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-295,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,Environmental (Natural),Water Action,Definite,,,,1540,Khovd,,,Funerary
N14-296,POINT (91.26153591 48.84966953),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-296,MAPSS RS Number,Site Feature,2022-05-02,Medium,Burial,Khirigsuur,Circle Khirigsuur,Low,,Circular,25,,,9,Archaeological Assessment (Image Interpretation),Maxar,Very Bad,,,,,,Environmental (Natural),Erosion/Deterioration,High,,,Bronze Age,1319,Khovd,,,Funerary
N14-297,POINT (91.25032707 48.84974068),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-297,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,,,,,,,1381,Khovd,,,Funerary
N14-298,POINT (91.25089235 48.84731332),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-298,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Khirigsuur,Circle Khirigsuur,Medium,,Circular,13,,,6,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,,,,,,Bronze Age,1366,Khovd,,,Funerary
N14-299,POINT (91.24900206 48.84521592),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-299,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,Campsite,Winter Camp,Medium,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A0""",General Description,,1373,Khovd,,,Architectural/Settlement
N14-300,POINT (91.24969072 48.8454476),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-300,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,Medium,Mound,Circular,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,,,,,,,1370,Khovd,,,Funerary
N14-301,POINT (91.26270681 48.84508177),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-301,MAPSS RS Number,Site Feature,2022-05-02,Low,Settlement/Habitation,Khirigsuur,Circle Khirigsuur,Low,,Circular,25,,,8,Archaeological Assessment (Image Interpretation),Maxar,Very Bad,,,,,,Environmental (Natural),Erosion/Deterioration,Definite,,,Bronze Age,1320,Khovd,,,Funerary
N14-302,POINT (91.37241202 48.84617853),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-302,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,Campsite,,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1490,Khovd,,,Architectural/Settlement
N14-303,POINT (91.24606215 48.84391597),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-303,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,Khirigsuur,Circle Khirigsuur,High,,Circular,15,,,7,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,,,,,,Bronze Age,1377,Khovd,,,Funerary
N14-304,POINT (91.24433272 48.84320369),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-304,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,Khirigsuur,Circle Khirigsuur,High,,Circular,21,,,10,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,,,,,,Bronze Age,1383,Khovd,,,Funerary
N14-305,POINT (91.24344861 48.83828351),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-305,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,Khirigsuur,Circle Khirigsuur,High,,Circular,14,,,6,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,,,,,,Bronze Age,1390,Khovd,,,Funerary
N14-306,POINT (91.24466812 48.84647145),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-306,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,Looting/Illegal Activities,Looting/Unauthorised Removal of Objects,Medium,Loss/Removal of Archaeological Material,Medium,,,,,,,1410,Khovd,,,Funerary
N14-307,POINT (91.24222999 48.84563082),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-307,MAPSS RS Number,Site Feature,2022-05-02,Low,Settlement/Habitation,,,Low,Mound,Circular,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,,,,,,,1422,Khovd,,,Funerary
N14-308,POINT (91.24563448 48.83940941),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-308,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,Campsite,Winter Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A0""",General Description,,1384,Khovd,,,Architectural/Settlement
N14-309,POINT (91.2433443 48.84301329),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-309,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,11,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,,,,,,,1392,Khovd,,,Funerary
N14-310,POINT (91.24404168 48.84269114),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-310,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,10,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,,,,,,,1383,Khovd,,,Funerary
N14-311,POINT (91.24442255 48.84258875),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-311,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,15,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,,,,,,,1381,Khovd,,,Funerary
N14-312,POINT (91.24393573 48.84243959),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-312,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,10,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,,,,,,,1382,Khovd,,,Funerary
N14-313,POINT (91.24480074 48.84227277),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-313,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,11,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,,,,,,,1380,Khovd,,,Funerary
N14-314,POINT (91.24374251 48.84188992),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-314,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,,,,,,,1388,Khovd,,,Funerary
N14-315,POINT (91.24415021 48.84188728),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-315,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,,,,,,,1382,Khovd,,,Funerary
N14-316,POINT (91.24457132 48.84172046),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-316,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,12,,,,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,,,,,,,1382,Khovd,,,Funerary
N14-317,POINT (91.2452865 48.84109995),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-317,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,High,,,,1380,Khovd,,,Funerary
N14-318,POINT (91.24392863 48.84062906),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N14,N14-318,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,High,,,,1392,Khovd,,,Funerary
